ISO3,country_name,year,ag_harvester,ag_milkingmachine,ag_tractor,atm,aviationpkm,aviationtkm,bed_acute,bed_hosp,bed_longterm,cabletv,cellphone,cheque,computer,creditdebit,eft,elecprod,fert_total,internetuser,irrigatedarea,kidney_dialpat,kidney_homedialpat,loom_auto,loom_total,mail,med_catscanner,med_lithotriptor,med_mammograph,med_mriunit,med_radiationequip,newspaper,pctdaysurg_cataract,pctdaysurg_cholecyst,pctdaysurg_hernia,pctdaysurg_lapcholecyst,pctdaysurg_tonsil,pctdaysurg_varicosevein,pcthomedialysis,pctimmunizdpt,pctimmunizmeas,pctirrigated,pctmvbyarea,pest_total,pos,radio,railline,railp,railpkm,railt,railtkm,ship_all,ship_motor,ship_sail,ship_steam,ship_steammotor,shipton_all,shipton_motor,shipton_sail,shipton_steam,shipton_steammotor,spindle_mule,spindle_ring,steel_acidbess,steel_basicbess,steel_bof,steel_eaf,steel_ohf,steel_other,steel_stainless,surg_appendectomy,surg_breastcnsv,surg_cardcath,surg_cataract,surg_cholecyst,surg_corbypass,surg_corinterven,surg_corstent,surg_csection,surg_hernia,surg_hipreplace,surg_hysterectomy,surg_kneereplace,surg_lapcholecyst,surg_mastectomy,surg_pacemaker,surg_prostatetrans,surg_prostatextrans,surg_tonsil,surg_varicosevein,telegram,telephone,transplant_bonemarrow,transplant_heart,transplant_kidney,transplant_liver,transplant_lung,tv,txtlmat_artif,txtlmat_otherraw,txtlmat_synth,txtlmat_totalraw,vehicle_car,vehicle_com,visitorbeds,visitorrooms,xlpopulation,xlrealgdp,pctivprimeenroll,pctivsecenroll,pctivprivateinv,pctivpublicinv,pctivliteracy,INV
URY,URUGUAY,2000,0.004508645889915335,0.01172460943479015,0.006871068864647589,,,,,,,0.005416187823834197,0.0037176409090909092,,0.002151608544806511,,,0.005264176020747783,0.0030385426030723264,0.0029670568838167043,0.0032847314732020656,,,,,,,,,,,,,,,,,,,0.88,0.8461538461538464,0.01212346675347001,0.8047785101847356,0.0452611652342539,,,,,,,,,,,,,,,,,,,,,,,0.0007732658989738553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020646628739594084,0.0038312979994658087,0.0022024666256804538,0.003115738552183223,,,,,0.9750593824228029,0.17347095414347286
PAK,PAKISTAN,2000,0.001533592194994616,,0.06676713928659302,,,,,,,0.0003217163212435233,0.0031561318181818183,,0.003628115908835257,,,,0.08657356480794162,0.002400003264970905,0.33009726454862315,,,,,,,,,,,,,,,,,,,0.49333333333333335,0.33846153846153854,0.670981332781312,0.7585195509773195,0.18905869704305153,,,,,,,,,,,,,,,,,,,,,,0.010297411258336149,0.002069008756713829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028370384543864518,0.008580965959330724,0.1084982793618806,0.034755645222391475,,,,,0.32779097387173395,0.1732597324861095
BLZ,BELIZE,2000,4.318626331336528e-05,1.3605581009330028e-05,0.00023562593268598356,,,,,,,,0.00015270654545454547,,0.0001736198513811241,,,,0.00017505549756091288,0.00012226327202038322,3.649701636891184e-05,,,,,,,,,,,,,,,,,,,0.8666666666666667,0.9384615384615383,0.01969905841374893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00015806033534815911,,,,,,9.484646980139236e-05,,,,,,,0.0034468540382630443,0.000917394268542109,,,,,,,0.9204275534441805,0.17192653325361773
LBN,LEBANON,2000,0.00012763940045950185,0.0034932329241454843,0.0017252151623100174,,,,,,,0.0008529189119170984,0.008895107272727272,,0.0014188788452139188,,,,0.0015228074810361414,0.003182539097694289,0.0018795963429989598,,,,,,,,,,,,,,,,,,,0.88,0.8615384615384617,0.29882360470878133,0.3229938428671018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0009320088199859062,0.013367002368869976,0.003452729558950692,0.002434948115271017,0.0015516625751499024,,,,,0.836104513064133,0.17075245837132677
LSO,LESOTHO,2000,1.1516336883564076e-05,,0.0004127099669769526,,,,,,,,0.0001590609090909091,,,,,,0.00022923795039529225,2.2592677501859207e-05,0.0,,,,,,,,,,,,,,,,,,,0.7733333333333333,0.6153846153846154,0.0003899150117279515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.318600849683914e-05,,,,,,0.00013510231199506762,,,,,,,,,0.0012514640487564193,,,,,,0.8099762470308789,0.16933607545928098
BLR,BELARUS,2000,0.016367593795765443,,0.015184018436739645,,,,,0.03737565565866805,,0.0044107577720207255,0.00044933736363636365,,,,,0.018878804795938706,0.023521438599649537,0.001507087203069651,0.0023723060639792696,,,,,,,,,,,,,,,,,,,1.0,0.9846153846153846,0.014121143664031067,,,,,,,,,,,,,,,,,,,,,,,,,0.03136951660431775,,,,,,,,,,,,,,,,,,,,,,,,,0.014705670404326307,,,,,,0.014762680856300501,,,,,0.00675495802580427,,,,0.007478100460294957,0.008766615340003487,,,,,0.994061757719715,0.16824751723050763
BGD,BANGLADESH,2000,,,0.0011481295446794477,,,,,,,0.035644420336787566,0.002571741818181818,,0.001247018922768871,,,0.010493782211542351,0.038577906418078116,0.0008141653970317876,0.07638825526013249,,,,,,,,,,,,,,,,,,,0.7866666666666666,0.6461538461538462,0.4608995446324684,0.648173501911294,0.041752138725273565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025251533922566742,,,,,,,,,,,,,0.004925848171334787,0.0010256960646688562,0.09916269935488764,0.013776806135256463,,,,,0.2980997624703088,0.16684458334670865
MYS,MALAYSIA,2000,,,0.009016910691938156,,,,,,,0.0,0.046561345454545454,0.003933174224343676,0.013652208265770365,0.0026268137060611006,,,0.03472250635051079,0.040133701263417566,0.006642456979141955,,,,,,,,,,,,,,,,,,,0.9466666666666667,0.8307692307692309,0.046224379638616094,0.008045707432411795,,,,,,,,,,,,,,,,,,,,,,,,0.07626073690150265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03272421703777513,0.016498877814727676,0.020717170145954575,,,,,0.8527315914489311,0.16599598304397475
MAR,MOROCCO,2000,0.0036094119182570406,,0.009001493964246942,,,,,,,,0.02129090909090909,,0.0021613807172292778,,,0.010126018063103915,0.010733210745777334,0.0016093714358661343,0.02379605467253052,,,,,,,,,,,,,,,,,,,0.9466666666666667,0.9076923076923079,0.04242423333298333,0.49641038083518857,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06854846751090785,0.016151359077776057,0.02279654681697224,0.009426823480152858,,,,,0.39429928741092635,0.16593021796843344
GTM,GUATEMALA,2000,0.0029251495684252753,,0.000891878530352516,,,,,,,,0.007789372727272727,,0.0007949039276730406,,,0.004131462443557397,0.006179546737772125,0.0006416430931886724,0.002354057555794814,,,,,,,,,,,,,,,,,,,0.8133333333333334,0.6461538461538462,0.0288066090544486,0.7800484156340469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0035854854747000313,,,,,,,,,,,,,0.022149877514060955,0.0038747162871022073,0.009384230136796958,0.005108782704653398,,,,,0.6294536817102138,0.1648670551437355
UZB,UZBEKISTAN,2000,0.006715943792598451,,0.03541284850919202,,,,,0.03903479395129117,,0.0009621041450777202,0.0004828936363636364,,,,,0.034104240541289986,0.021364661350902397,0.0009640312497603488,0.07810361502947134,,,,,,,,,,,,,,,,,,,0.96,1.0,0.15493576502695355,,,,,,,,,,,,,,,,,,,,,,,,,0.006102530878388263,0.004834510970621049,,,,,,,,,,,,,,,,,,,,,,,,0.008816197557709888,,,,,,0.028719482553255203,,,,,,,0.008057930863492184,0.001696484216354791,0.018613849925609653,,,,,,0.8693586698337292,0.16391402770160304
MUS,MAURITIUS,2000,,,7.312528945427076e-05,,,,,,,,0.0016273627272727273,,0.0007286919159609066,,,,0.0010915397051586137,0.0006942187630451819,0.0003467216555046625,,,,,,,,,,,,,,,,,,,0.8533333333333334,0.7692307692307693,0.17695941293739811,0.46856993419130466,0.010098345085054318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0014608647622126162,,,,,,,,,,,0.0003568276147012977,0.0001818553795094451,0.009230777522954323,0.0020274876788412685,0.0005689324995804702,0.0014502537540523252,,,,,0.8147268408551069,0.16382933131059024
NOR,NORWAY,2000,0.013049929078558693,0.09182746762722069,0.027704484663585126,,,,0.013403045870444113,0.01827206403716416,0.023955188936237885,0.010635316062176166,0.030531481818181817,,0.013614474872604209,,,0.10265547781021457,0.005635968731990326,0.015678897013026202,0.002299312031241446,,,,,,,,,,,,0.9265402843601895,,0.6795977011494254,0.4055727554179567,0.6570996978851963,0.8543563068920678,,0.9466666666666667,0.8923076923076926,0.12208160014160546,,0.004419262708678245,,,0.009928654748663971,,,,,,,,,,,,,,,,,,,,0.014085978808334553,,,,0.014284202379928695,0.028944173869802407,,0.04703504900171229,0.025336485656309922,0.1176363834343581,0.004719586333310654,,0.00766250780007001,0.03539761263801755,0.023926702116205487,0.019097837197769387,,0.0,0.018514921991325175,,0.031086028065893837,0.0012221903943473694,0.1349072880948741,0.025838713981563666,,,,,,,,,,,,,0.008609879429827032,,0.07542115489822483,0.015819623846396833,0.003105029146435662,0.013342178815870718,,,,,0.996437054631829,0.16370139811659118
ARG,ARGENTINA,2000,0.047982817625369725,0.02788123688336956,0.062346288454058464,,,,,,,0.07642487046632124,0.05499966363636364,,0.015888261194135115,,,0.06514353466949403,0.02521596997111438,0.020964278613199907,0.028467672767751237,,,,,,,,,,,,,,,,,,,0.56,0.33846153846153854,0.008791038454980518,0.8691061779743511,,,,,,,,,,,,,,,,,,,,,,,0.02687586802297211,0.04698112813224937,,3.962750148603131e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21417117847912617,0.04161081847131039,0.02804861854642567,0.03986545973964406,,,,,0.9643705463182898,0.1619834815628887
PER,PERU,2000,,,0.0027441775290360524,,,,,,,0.00562716450777202,0.011705518181818182,,0.006579659810966536,,,0.014318529355302093,0.00742656144243392,0.006517737992678091,0.02178871877224037,,,,,,,,,,,,,,,,,,,0.8933333333333334,0.9692307692307692,0.0381296679922177,0.1579342849886818,0.03412066565969039,,,,,,,,,,,,,,,,,,,,,,0.0026150169538180497,0.009655374197997868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09923382282792949,0.02786478374399797,0.02035669159704374,0.012059097693301908,,,,,0.8586698337292161,0.15999557047701224
NLD,NETHERLANDS,2000,0.005372371156182641,0.127542117776712,0.03114199827040982,0.024213297759391513,,,0.06385627868802626,0.05177760987949133,0.032968644624351,0.07996891191709844,0.09727272727272727,0.00033890214797136035,0.038951743405879174,0.03294008844124253,0.2502599174478978,0.06558485164762017,0.012211509124512096,0.05620789522238066,0.010292158616033139,,,,,,,,,,,,0.8732227488151658,0.0392156862745098,0.37787356321839083,,,0.7074122236671002,,0.9733333333333333,0.9538461538461538,0.28882741985566446,,0.06803685797017328,0.04989060026552773,,,,,,,,,,,,,,,,,,,,,0.06794039262790436,0.0033020543794018684,,,,0.047535735310654116,,,0.1984375036801334,0.16643706833963176,0.5305433559580415,0.011241160155765359,,0.02900630912979902,0.16988295763101127,0.07022065080351902,0.030670903883328104,0.022720865813600038,,,,,,,0.10948096323755489,,0.05285111562098042,0.01651595076613916,0.017775752051048314,0.040637745643307376,0.025362318840579712,0.01778242677824268,0.03619737399267107,,,,,,,0.0928952765433363,0.019915194954558024,0.011900035055595405,0.04238941262029487,,,,,0.996437054631829,0.159620376256723
PHL,PHILIPPINES,2000,0.0006698669287273104,,0.0023918844678760187,,,,,,,0.021979650259067358,0.058774372727272726,0.0028066825775656325,0.00919551875173031,,,0.033000948095974675,0.021462563841191055,0.012436603285402534,0.02826693917772222,,,,,,,,,,,,,,,,,,,0.7466666666666667,0.7230769230769232,0.1298911008073811,0.3594272065038284,,,,,,,,,,,,,,,,,,,,,,,,0.008882108299024014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0035413732229045767,,0.02858813732438966,0.006471520164501647,0.062139491182248804,0.02356269406978622,,,,,0.9465558194774347,0.15379943194798185
ZWE,ZIMBABWE,2000,0.000765836402757011,,0.004996061442743211,,,,,,,0.000345619689119171,0.003122858181818182,,0.0013339224987039535,,,0.004830214325590427,0.004826446648110979,0.000444729009511662,0.0021168269493968867,,,,,,,,,,,,,,,,,,,0.7066666666666667,0.5538461538461538,0.005655117722032299,1.0,,,,,,,,,,,,,,,,,,,,,,,0.0022646797542634784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002502488403102522,0.000568298060967016,0.004730733056111765,0.0011857095292164828,0.008483914557487548,0.0016915712994881454,,,,,0.9144893111638955,0.15356510281938748
PAN,PANAMA,2000,0.0009577753508164123,0.0009421864848961044,0.0010377124409450787,,,,,,,,0.003750397272727273,,0.0006430274860236261,,,0.0032782496191802245,0.0009069277555605692,0.0007260608918152054,0.0006204492782715013,,,,,,,,,,,,,,,,,,,0.9866666666666667,0.9692307692307692,0.015958414398954363,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0022514371951842366,,,,,,,0.01437815141903127,0.0032485660378739185,0.001822710436325764,0.0018543571448904736,,,,,0.9049881235154394,0.1533295780329143
DZA,ALGERIA,2000,0.008875256958266714,,0.019433618591406923,,,,,,,0.0,0.0007817924545454546,,0.0012296510027736112,,,0.018363934988124896,0.002693049098537249,0.0012061046867361937,0.01020091607511086,,,,,,,,,,,,,,,,,,,0.9066666666666667,0.7076923076923078,0.01395473725738441,0.5612737095810997,,,,,,,,,,,,,,,,,,,,,,,0.008045243546913905,0.0024869903237267235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03580901356373446,,0.02379728221089693,0.010477272007507189,,,,,0.5653206650831354,0.15254253746257238
JOR,JORDAN,2000,7.293680026257248e-05,,0.0011902130445933016,,,,,,,1.7587007772020728e-05,0.003429240909090909,,0.0008910250106794934,,,0.0051097150784036385,0.0005983157264715475,0.0009922055429748208,0.001350389605649738,,,,,,,,,,,,,,,,,,,0.8933333333333334,0.923076923076923,0.06298912508131564,0.3877872324029224,0.006767408267319222,,,,,,,,,,,,,,,,,,,,,,,0.0006060732721686974,,,,,,,,,,,,,,,,,,,,,,,,,0.003151502605634912,,,,,,,,,,,,,0.018208767783368322,0.0041808396072352426,0.003266778150513301,0.002167255898127256,,,,,0.8800475059382423,0.1523444940068096
ARM,ARMENIA,2000,0.00137524256284561,0.002642884111062358,0.0038127234253635587,,,,,0.0029776385808469178,,3.180428756476684e-05,0.00013010072727272728,,0.0001145274321929034,,,0.004065264896838478,0.00020018867417232941,0.0002604732770649677,0.005219073340754394,,,,,,,,,,,,,,,,,,,0.92,0.8923076923076926,0.21099902346240332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002301534894241326,,,,,,0.0028912359555209525,,,,,,,0.005977421623821292,,0.0025059191459374333,0.0016128496952952946,,,,,0.982185273159145,0.1520805435780018
HND,HONDURAS,2000,,,0.0010793792725429538,,,,,,,0.0006667496113989637,0.001453140909090909,,0.00043503791726271147,,,0.0023661945310529016,0.005270660932405783,0.0004530800874405555,0.0014416321465720177,,,,,,,,,,,,,,,,,,,0.9466666666666667,0.9846153846153846,0.02721974796029647,0.18386478678416598,0.023765079909504053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0016115299985874645,,,,,,,,,,,,,0.011674028399490114,0.003316864467863759,0.004402930241572068,0.0012566274731701345,,,,,0.6793349168646081,0.1516260230941619
NIC,NICARAGUA,2000,,,0.0005585438775695154,,,,,,,0.0007120139896373058,0.0008203692727272727,,0.0007323503470020367,,,0.0013658760473003538,0.0008402079390444484,0.00039945134934270596,0.0016971112611544007,,,,,,,,,,,,,,,,,,,0.92,1.0,0.013421316720693747,0.029329892784701963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002786049808253585,0.0007256708186420565,0.003364035318093572,0.0007015768622240828,,,,,0.5771971496437055,0.15027362447294662
TKM,TURKMENISTAN,2000,0.014393501714974501,0.001758521345455906,0.010412749550466971,,,,,,,,7.099532727272728e-05,,,,,0.0069264699716895155,0.0030817365972952027,4.6846464912124645e-05,0.032829066223836204,,,,,,,,,,,,,,,,,,,0.9733333333333333,0.9692307692307692,0.05532272992510212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0019961598495974796,,,,,,0.0037695222022007995,,,,,,,,,0.0035038997280895357,,,,,,,0.14833402153321398
TUN,TUNISIA,2000,0.002733210620365874,,0.0073085705964252776,,,,,,,,0.0010825563636363636,,0.0013483984569118616,,,0.007478116194347171,0.003248316953905754,0.0020125986687272546,0.006916184601908794,,,,,,,,,,,,,,,,,,,0.96,0.9384615384615383,0.0418548114102393,0.04156472145360446,,,,,,,,,,,,,,,,,,,,,,,0.0012261801984409994,0.0012121465443373947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1060752486774483,0.023997385145823245,0.007044817816498591,0.00521897775819064,,,,,0.6543942992874109,0.14806200416893472
DOM,DOMINICAN REPUBLIC,2000,,,0.0003852098581223551,,,,,,,,0.006262505454545454,,,,,,0.0026753682010373574,0.0012486322565315902,0.005000091242540922,,,,,,,,,,,,,,,,,,,0.5866666666666668,0.8307692307692309,0.0743691632127837,0.052000989942029244,0.043533035637725995,,,,,,,,,,,,,,,,,,,,,,,0.0007314677422725658,,,,,,,,,,,,,,,,,,,,,,,,,0.00474792488189994,,,,,,,,,,,,,0.06960543088370438,0.012579351189307393,0.006006176828183489,0.003448134132447504,,,,,0.8087885985748219,0.14757752808669714
ECU,ECUADOR,2000,0.0007946272449659213,0.000993207413681092,0.00304855373385853,,,,,,,0.004134608808290155,0.004305411818181818,,0.0016650105079262286,,,0.007478116194347171,0.004800144486540892,0.0014221385154683333,0.015766711071369916,,,,,,,,,,,,,,,,,,,0.8666666666666667,0.7692307692307693,0.10720592742820599,,0.1810446609370156,,,,,,,,,,,,,,,,,,,,,,,0.001337541014441263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04187914181688824,0.00887416136235854,0.009442404374229258,0.005716058225450838,,,,,0.9049881235154394,0.14703969921830476
ALB,ALBANIA,2000,0.0008531686241240387,,0.001701673402457218,,,,,0.0008162538679216686,,6.18280829015544e-05,0.0002724903636363636,,0.00014367537591543947,,,0.0031679203746486934,0.0005421167745834614,2.4861741980249273e-05,0.006186244274530557,,,,,,,,,,,,,,,,,,,0.9733333333333333,0.9384615384615383,0.29717574126603874,,,,,,,,,,,,,,,,,,,,,,,,,8.359631340257894e-05,,,,,,,,,,,,,,,,,,,,,,,,,0.0007885677767753853,,,,,,,,,,,0.0004259817454504479,,0.002839949011353867,0.0006363950137267648,0.002249560055982792,0.0009617835413774543,,,,,0.8194774346793349,0.14524781495623873
OMN,OMAN,2000,4.126687383277127e-05,,2.7291774696608174e-05,,,,,,,0.0,0.0014186318181818181,,0.00045925070583460243,,,0.0063821790320006296,0.00016383324195767574,0.0006856227648950485,0.0011131589992518112,,,,,,,,,,,,,,,,,,,1.0,1.0,0.05737110878768833,,0.001273011496678957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001093297185152647,,,,,,0.005662437671854987,,,,,,,0.003885054559468338,0.0012115653634269224,0.0015985010770579156,,,,,,0.667458432304038,0.14472866545557983
PRY,PARAGUAY,2000,,,0.0034335552578228954,,,,,,,0.0013371675518134717,0.007155069090909091,,0.00040434958152285746,,,,0.0019010617890379605,0.00030577948572201025,0.0012044015401740907,,,,,,,,,,,,,,,,,,,0.7466666666666667,0.6615384615384616,0.002681003218623917,0.16726480161386886,0.04563053644572552,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005442741529066493,0.0011096055643706605,0.003908626208511397,0.0017690901773383908,,,,,0.9251781472684085,0.14316283691822468
ROU,ROMANIA,2000,0.028538442492212077,,0.0333405486396717,0.0015263474129023822,,,,0.050186612629038556,,0.045622279792746114,0.022723245454545453,0.00019093078758949882,0.004417054388914618,0.0,0.0,0.03785543485536204,0.008888055662387793,0.006451837759557132,0.05622365371630869,,,,,,,,,,,,,,,,,,,1.0,0.9846153846153846,0.2074137854307391,,0.06215989815908027,7.416868764830047e-05,,0.05993136749586306,,,,,,,,,,,,,,,,,,,0.04214056028927843,0.027691278814604276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10708855369573361,0.023187073058586638,0.016740885720448028,0.00762188572766618,,,,,0.9916864608076009,0.14171539800347666
TJK,TAJIKISTAN,2000,0.0009577753508164123,0.0016904934404092559,0.006246066390679463,,,,,0.01037266487177484,,0.0,1.0659045454545454e-05,,,,,0.010126018063103915,0.0002557154597091799,2.091675221846319e-05,0.013102428876439351,,,,,,,,,,,,,,,,,,,0.7866666666666666,0.8153846153846155,0.15764296925431628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0011481797438628147,,,,,,0.008924943637310981,,,,,,,0.0,0.0,0.004405400338161456,0.0005402760673479402,,,,,0.9916864608076009,0.14045911250752438
SLV,EL SALVADOR,2000,0.00040115240144414865,0.00015986557685962783,0.0007106278129017594,,,,,,,0.003998305699481865,0.006688084545454546,,0.0007248341035336639,,,0.002513300190428276,0.0022686783339158777,0.0005549539962048793,0.0008029343601160605,,,,,,,,,,,,,,,,,,,1.0,0.9692307692307692,0.026684627358153287,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0008359631340257895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0034990015172625673,0.0011108251791919076,0.004217134347021421,0.0018649158161508205,,,,,0.7482185273159145,0.13872422504594148
ZMB,ZAMBIA,2000,0.0002859890326085079,,0.0012460465989344541,,,,,,,0.00013789715025906737,0.0008637475454545455,,0.0004053354945265223,,,,0.000913006477345656,0.00015148668184931347,0.0008211828683005164,,,,,,,,,,,,,,,,,,,0.7200000000000001,0.7846153846153847,0.0012654487197757114,0.05656786925771293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003918472065390513,0.0010730171197332458,0.007231829521831553,0.0006686120322148605,,,,,0.7399049881235155,0.1364747243120493
SAU,SAUDI ARABIA,2000,0.0023493327242470716,0.00019387952938295288,0.002058549815093018,0.006563810042775412,,,,,,0.0007172967530224525,0.011996272727272727,0.00018615751789976133,0.00773172396972513,0.000687789979249726,0.006399064419383638,,0.011282166082369018,0.003554404929292403,0.029544334750634137,,,,,,,,,,,,,,,,,,,0.9466666666666667,0.923076923076923,0.009283757424660848,0.29508615528512155,,0.005287679124625964,,,,,,,,,,,,,,,,,,,,,,0.06227925348492132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023075063859645757,,,,,,,,0.013549432818127378,0.01676766433767877,,,,,,0.7280285035629454,0.13505938621224625
ZAF,SOUTH AFRICA,2000,0.010746661701845878,,0.015058601273630042,,,,,,,0.0,0.07635450909090909,,0.018129680649527944,,,0.15267140199784196,0.021630605428999944,0.019490620174351686,0.027318016752130515,,,,,,,,,,,,,,,,,,,0.7333333333333334,0.6615384615384616,0.014996177352828084,0.06417710421233717,,,,,,,,,,,,,,,,,,,,,,,0.057530372983997095,0.07952099312420323,,0.00273429760253616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029358880005708066,,,,,,,0.05825803165500198,0.01279961362602463,0.03424255888192587,0.02104924921928659,,,,,0.8242280285035629,0.13341669086856564
GNQ,EQUATORIAL GUINEA,2000,,,2.7291774696608174e-05,,,,,,,,4.5956254545454544e-05,,0.0,,,,,2.1699947730939537e-06,,,,,,,,,,,,,,,,,,,,0.12000000000000004,0.26153846153846155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,0.8016627078384798,0.13147517637788406
MDA,"MOLDOVA, REPUBLIC OF",2000,0.0051804322081232404,0.0030374459603329284,0.008746076286551968,,,,,0.007847571439448222,,0.0006528284974093264,0.0012342090909090908,,0.00037267023954766856,,,0.0021161149101147645,0.00014466188863547893,0.00041077905070458024,0.005584043504443512,,,,,,,,,,,,,,,,,,,0.8933333333333334,0.8153846153846155,0.12035833379585116,,,,,,,,,,,,,,,,,,,,,,,,,0.018955464064034776,,,,,,,,,,,,,,,,,,,,,,,,,0.003016399219394027,,,,,,0.005289234052898579,,,,,,,0.0026475288562858596,0.0006363950137267648,0.002443528045791786,0.0009594920311878588,,,,,0.9881235154394299,0.13120339419603502
HRV,CROATIA,2000,0.0006727460129482014,0.0019489994795865264,0.0004752102143737652,,,,,0.0061049784844055535,,0.002156288860103627,0.009334227272727274,,0.003068069123390513,,,0.007257457705284109,0.006512707450993228,0.0023606281256820165,3.649701636891184e-05,,,,,,,,,,,,,,,,,,,0.92,0.9076923076923079,0.0009121351172020123,,,,,,,,,,,,,,,,,,,,,,,,,0.0014629354845451315,,,,,,,,,,,,,,,,,,,,,,,,,0.009115715457311269,,,,,,0.005426394900593111,,,,,0.0050996394163051436,,0.10716455157210501,0.019739953727813682,0.0032710488782613074,0.003503750730585039,,,,,0.9809976247030879,0.13062234206199919
RWA,RWANDA,2000,,,1.4791725217245651e-05,,,,,,,,0.0003534450909090909,,,,,,4.383693595014513e-06,3.666008210377443e-05,7.299403273782368e-05,,,,,,,,,,,,,,,,,,,0.88,0.6153846153846154,0.002911512093215589,0.050377925372056626,0.001926007031244847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006123602603741281,0.0006107482348582465,,,,,,0.12981805711202457
BOL,"BOLIVIA, PLURINATIONAL STATE OF",2000,0.0001228409267580168,0.00043197719704622835,0.0012460465989344541,,,,,,,0.0010499987046632124,0.005438343636363637,,0.0008802963045040367,,,,0.00021488866002761142,0.0009770296828388598,0.0023905545721637257,,,,,,,,,,,,,,,,,,,0.7466666666666667,0.6153846153846154,0.0035328360141865466,0.20212895818962787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004216161349994236,,,,,,,0.014122669196335933,0.003768609797653705,0.0059387454997947,0.0023008724646520783,,,,,0.830166270783848,0.12847254640161446
GMB,GAMBIA,2000,2.879084220891019e-06,,5.4166881077237595e-06,,,,,,,,5.1271627272727275e-05,,8.127272881710013e-05,,,,1.8996005578396224e-05,9.392615564928171e-05,1.824850818445592e-05,,,,,,,,,,,,,,,,,,,0.7866666666666666,0.7846153846153847,0.002843409471264644,0.09674999614147105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00014636743634304522,,,,,,,,,,,,,,,0.0007112593111608706,0.0,,,,,0.24703087885985747,0.12793573155333193
