ISO3,country_name,year,ag_harvester,ag_milkingmachine,ag_tractor,atm,aviationpkm,aviationtkm,bed_acute,bed_hosp,bed_longterm,cabletv,cellphone,cheque,computer,creditdebit,eft,elecprod,fert_total,internetuser,irrigatedarea,kidney_dialpat,kidney_homedialpat,loom_auto,loom_total,mail,med_catscanner,med_lithotriptor,med_mammograph,med_mriunit,med_radiationequip,newspaper,pctdaysurg_cataract,pctdaysurg_cholecyst,pctdaysurg_hernia,pctdaysurg_lapcholecyst,pctdaysurg_tonsil,pctdaysurg_varicosevein,pcthomedialysis,pctimmunizdpt,pctimmunizmeas,pctirrigated,pctmvbyarea,pest_total,pos,radio,railline,railp,railpkm,railt,railtkm,ship_all,ship_motor,ship_sail,ship_steam,ship_steammotor,shipton_all,shipton_motor,shipton_sail,shipton_steam,shipton_steammotor,spindle_mule,spindle_ring,steel_acidbess,steel_basicbess,steel_bof,steel_eaf,steel_ohf,steel_other,steel_stainless,surg_appendectomy,surg_breastcnsv,surg_cardcath,surg_cataract,surg_cholecyst,surg_corbypass,surg_corinterven,surg_corstent,surg_csection,surg_hernia,surg_hipreplace,surg_hysterectomy,surg_kneereplace,surg_lapcholecyst,surg_mastectomy,surg_pacemaker,surg_prostatetrans,surg_prostatextrans,surg_tonsil,surg_varicosevein,telegram,telephone,transplant_bonemarrow,transplant_heart,transplant_kidney,transplant_liver,transplant_lung,tv,txtlmat_artif,txtlmat_otherraw,txtlmat_synth,txtlmat_totalraw,vehicle_car,vehicle_com,visitorbeds,visitorrooms,xlpopulation,xlrealgdp,pctivprimeenroll,pctivsecenroll,pctivprivateinv,pctivpublicinv,pctivliteracy,INV
USA,UNITED STATES OF AMERICA,2000,0.6353159986871376,,1.0,1.0,,,1.0,0.3176885917934316,1.0,0.9002590673575129,1.0,1.0,1.0,1.0,,,0.5492718392692442,1.0,0.40874833482362816,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,0.9333333333333332,0.8769230769230771,0.05421698735401313,,,1.0,,,,,,,,,,,,,,,,,,,,,0.6740988201143601,1.0,,,,1.0,0.558787825603674,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,1.0,0.2131595807063519,1.0,,,,,0.996437054631829,0.9023648102119519
CHN,CHINA,2000,0.19193702866992068,3.061255727099256e-05,0.20606831568708292,,,,,1.0,,1.0,0.7554545454545455,0.010837708830548926,0.12483372887057333,0.026613974959781773,,1.0,1.0,0.17660999049759235,0.9927370937425866,,,,,0.3689144477706003,,,,,,,,,,,,,,0.8666666666666667,0.7692307692307693,0.09912001612062064,0.0,0.00023085700716975904,,,,,,,,,,,,,,,,,,,,,,1.0,0.42214048360467304,0.10933432502789141,1.0,,,,,,,,,,,,,,,,,,,,,,,0.7540025821014228,,,,,,,,,,,,,1.0,0.23119994243418043,1.0,0.5568902948295624,,,,,0.8230403800475059,0.5339963366934816
JPN,JAPAN,2000,1.0,0.5442130361874441,0.42249771405345143,0.4279365925860577,,,,0.6570861120948076,0.13625378800149607,0.2422279792746114,0.6072727272727273,0.005391408114558472,0.2484377657440693,0.07811662120258328,,0.779341510936938,0.0424385376933355,0.3064491594788731,0.04817606160696363,1.0,0.021258682382656283,,,,,,,,,,,,,,,,0.0025906735751295338,0.8133333333333334,0.9538461538461538,0.5044699220920005,,,,,,,,,,,,,,,,,,,,,,,,0.9472492273813545,0.640744843152417,,,,,,,,,,,,,,,,,,,,,,,,,0.3973829062142318,0.04351921627731726,0.0013673655423883319,0.054653318502039305,0.0008051529790660225,0.0031380753138075313,0.38977470670705816,,,,,,,,0.38339470028575573,0.09734283068389041,0.32900530359905156,,,,,0.996437054631829,0.3860633082572764
FRA,FRANCE,2000,0.08733030197754699,0.6802688462807444,0.2633304173495687,0.12412000905020665,,,0.29399154938140254,0.14975119725013458,0.04774958107427575,0.03912458549222798,0.26454545454545453,0.10724821002386635,0.11116896097501094,0.12790950704499,1.0,0.3939246833734564,0.12112583772384601,0.06822251030452321,0.04804832204967244,,,,,,0.1507034632034632,0.06642512077294686,0.7223983857019314,0.06742556917688267,0.3066322136089578,,0.26895734597156395,0.0,0.0,,0.3021148036253776,0.10403120936280884,,0.9733333333333333,0.7692307692307693,0.08863391240562762,,0.6430225118561563,0.26297390717323516,,0.1993258823210265,,,,,,,,,,,,,,,,,,,0.15559976477359458,0.17643001943614287,,,,0.4668807588255138,1.0,0.18380285802474286,1.0,1.0,0.850132481579616,0.08459835990122587,1.0,0.15402635809023846,0.9271232462541209,0.37472084356472785,0.16998795631888428,0.143213462764132,1.0,0.1849550074448113,0.08591051727880952,0.4608145210494204,0.39791845698462713,1.0,1.0,,,0.2271414217533283,0.14949863263445762,0.1421579532814238,0.16203703703703703,0.07322175732217573,0.1567025460743373,,,,,0.13187597423329014,,0.6347698369279611,0.14362891511602804,0.04528258248564562,0.15176142153087654,,,,,0.996437054631829,0.35348803204417917
DEU,GERMANY,2000,0.12955687055061527,0.8503386088973697,0.21474689170644634,0.17373318770298596,,,0.6325111712314193,0.2332935955931427,,0.26424870466321243,0.4381818181818182,0.010420047732696898,0.17141816487817232,0.06301632821182376,0.3530796286440802,,0.0801522135314685,0.1999971700035373,0.008832277961276665,0.2550134646643538,0.619869501157651,,,,,,,,,,,,,,,,0.14507772020725387,0.8666666666666667,0.8923076923076926,0.028378292564263725,,0.37499752653206603,0.19060766386353237,,0.296720288636302,,,,,,,,,,,,,,,,,,,0.41258461268971386,0.2784384208656398,,,,,,,,,,,,,,,,,,,,,,,,,0.25754304290696806,,0.19051959890610756,0.16403411197626994,0.1568035426731079,0.16527196652719664,0.19865553498822705,,,,,,,0.8885650145662597,0.21385336083158216,0.06289606406906677,0.18974225340262832,,,,,0.996437054631829,0.3153651371655255
IND,INDIA,2000,0.004028798519766833,,0.31770563258479567,,,,,,,0.5064766839378239,0.03263233636363636,,0.028658769411063083,,,0.4086352493109939,0.48811405318647766,0.04450599092386658,1.0,,,,,1.0,,,,,,,,,,,,,,0.5333333333333333,0.33846153846153854,0.30338938049114894,0.0,,,,,,,,,,,,,,,,,,,,,,,0.16669794677376976,0.22986896277874147,0.15272096194372134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.335956225979139,,,,,0.029039809754540163,,0.08286247887824978,0.018744991956640252,0.7691498514591256,0.22772308527438012,,,,,0.4750593824228028,0.3122402276560648
ITA,ITALY,2000,0.04894251236566673,0.510199083664119,0.34294635749599844,0.11542275521209558,,,0.30109614858497735,,,0.000782519170984456,0.38636363636363635,0.014367541766109786,0.06458452496741195,0.022914675184382116,0.0989993088796537,0.1982741564042081,0.050612665016839226,0.10725490644547965,0.04925272358984653,,,,,,0.3198051948051948,,,0.18957968476357268,0.18087855297157623,,0.33767772511848343,0.00784313725490196,0.14798850574712646,,0.08308157099697885,0.23797139141742527,,0.9466666666666667,0.6,0.17327837121729187,,,0.1836474681434874,,0.11424734828961289,,,,,,,,,,,,,,,,,,,0.13261514207424646,0.33609897803506866,,,,0.2523597542019169,0.6549807672619309,0.015595672086291324,0.8904179924960608,0.8895414859355512,1.0,0.0496522094107571,,0.20863562872954566,1.0,0.23313339422966717,0.10123270618478449,0.07103679462666078,0.8632420693204785,0.19321982693511144,0.20409586400626287,0.2208816351433801,0.4469588465578153,0.6438181143119226,0.5450611160421635,,,0.18789248932429037,0.13217866909753875,0.09944382647385984,0.1360708534621578,0.058577405857740586,,,,,,,,0.9989953188542108,0.23557909141135047,0.044044917889268474,0.12644086694970869,,,,,0.9833729216152018,0.3015229405259097
RUS,RUSSIAN FEDERATION,2000,0.19193702866992068,,0.16353835567265787,0.013226748418761664,,,,0.497060198126827,,0.14507772020725387,0.029387036363636362,1.909307875894988e-05,0.05721000998714872,0.0008199078283711422,,0.6440043043115933,0.04149458233920904,0.023164149298431008,0.08392488914031278,,,,,,,,,,,,,,,,,,,0.9466666666666667,0.9692307692307692,0.021144614067641607,,,0.006468293888554252,,1.0,,,,,,,,,,,,,,,,,,,0.42819964215557477,0.17992016552070053,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.16986041848129324,,,,,,,,,,,0.0900895825116908,,0.18619479710992473,0.044651318220679546,0.1116593873959003,0.09681683091192553,,,,,0.994061757719715,0.29056529526156855
GBR,UNITED KINGDOM,2000,0.0451037334044787,0.5340088504304465,0.10416312064568589,0.12042025981653165,,,0.2761090676961425,0.07366679344358842,0.1341710866152863,0.0433885621761658,0.3890909090909091,0.06441527446300715,0.12359147724370402,0.14718316974034956,0.7343563692499846,,0.051547852983775656,0.12580335915709118,0.0019525903757367836,,,,,,,,,,0.2446167097329888,,0.8175355450236966,0.047058823529411764,0.4540229885057472,,,0.5812743823146945,,0.9066666666666667,0.8307692307692309,0.006328143633529891,,,0.23791655683298948,,0.09718416840734612,,,,,,,,,,,,,,,,,,,0.14356317956032683,0.07529937929737299,,,,,,,0.5535580118565065,0.3964852839883091,0.8622191571993757,0.022225179398310275,,,0.7064056422213049,0.2670350547546028,0.057050613822907284,0.11301294307986469,,,,,,,0.3028188215365159,,0.18835825849341623,,0.10802187784867821,0.1257693733778272,0.13486312399355876,0.10251046025104603,,,,,,,,0.598469801623983,,0.04545294989526879,0.15176142153087654,,,,,0.996437054631829,0.2857318104415449
BRA,BRAZIL,2000,0.051821596586557744,,0.16791337299043477,,,,,,,0.030248173575129534,0.2109090909090909,,0.05287666984839866,,,0.2563808918574811,0.19194294652010713,0.040390629591652016,0.05308491030858228,,,,,,,,,,,,,,,,,,,1.0,1.0,0.011094027120044123,0.5650574424331765,,,,,,,,,,,,,,,,,,,,,,,0.2702601253706693,0.12004430604610336,,0.017356845650881712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.133582456502332,0.1251704081235986,,,,,0.8266033254156769,0.26972301151841666
KOR,"KOREA, REPUBLIC OF",2000,0.0834742485110336,,0.039919324680660194,,,,,0.08795051681315635,,0.11112225388601037,0.24909090909090909,,0.11800134492279214,,,,0.022888345570657543,0.15725508332025856,0.020949287395755398,,,,,,,,,,,,,,,,,,,0.9733333333333333,0.9384615384615383,0.5823458203140821,,0.15996411822517134,,,,,,,,,,,,,,,,,,,,,,0.3076586214231197,0.38537900478588893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07449163850570485,,,,,0.0376846019494056,,,0.012402019194298057,0.035896600196221234,0.08419162258943652,,,,,0.9750593824228029,0.2598818864567731
LBY,LIBYA,2000,0.0032706396749321975,,0.007079403022636965,,,,,,,,0.0003397615454545454,,,,,0.014906951992803591,0.0016029706245769735,7.181311774736526e-05,0.008558550338509828,,,,,,,,,,,,,,,,,,,0.9333333333333332,0.8923076923076926,0.03038336975973575,0.9218075313952041,,,,,,,,,,,,,,,,,,,,,,,,0.022027628581579552,,,,,,,,,,,,,,,,,,,,,,,,,0.002989996904785668,,,,,,,,,,,,,0.010412787046943511,0.0027977963999409705,0.00378755300060666,,,,,,0.7612826603325415,0.2127623787870015
THA,THAILAND,2000,0.06669686506116135,0.0020986608706891566,0.045829556408660786,,,,,,,0.00194409585492228,0.02783730909090909,0.0017112171837708832,0.010654797949071818,,,0.07029223274763215,0.045611922711390473,0.018581963734188463,0.09118779539772623,,,,,,,,,,,,,,,,,,,0.9733333333333333,0.923076923076923,0.26164697340847626,0.48889612505476143,0.2619501480782803,,,,,,,,,,,,,,,,,,,,,,,0.0438671654580033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07768141465562346,0.04665968057174145,0.051385552457438,,,,,0.9489311163895487,0.2123749928330596
TWN,TAIWAN,2000,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12379415187117601,0.14468431942151352,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.004776743408896602,,,,,,,0.995249406175772,0.21141743681289302
CAN,CANADA,2000,0.11516144944616016,,0.15187164282525284,0.11586661506314401,,,0.11543301820834727,,,0.10333717616580311,0.07927946363636364,0.03957517899761337,0.08011267030327827,0.1255352715798963,0.612472821023507,0.4446761358579607,0.07146119028386462,0.10483554304831293,0.013120677384623807,0.0704917635071205,1.0,,,,0.07501352813852814,0.014794685990338164,,0.03327495621716287,,,,,,,,,0.844559585492228,0.8933333333333334,0.9384615384615383,0.009600469618080297,,,0.1410351332741066,,,,,,,,,,,,,,,,,,,,,0.12047846051824881,0.1439319526008903,,,,0.0961496484346578,0.11776578473959019,0.021748016650955593,,,0.7596457478857391,0.029412117840576638,0.37683924537517555,0.07717415609974256,,0.09670013649577489,0.0793213031465382,0.08203718684120213,,0.09366435769620854,0.10029801259152539,0.14354026845637585,0.11240332283013463,,,,,0.07711630243657372,0.07976298997265269,0.0853540971449759,0.08091787439613526,0.12866108786610878,,,,,,,,,0.08738247486678757,0.02336351478178863,0.08541789704780248,,,,,0.996437054631829,0.20997605835111335
MNG,MONGOLIA,2000,0.001053744824846113,,0.0009752121935482661,,,,,,,0.0004973089378238342,0.001419961818181818,,0.00018825227118143633,,,,9.498002789198111e-05,0.0002408961916823274,0.0015146261793098413,,,,,,,,,,,,,,,,,,,0.9466666666666667,0.923076923076923,0.0006053233049472405,0.428140429731115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006018677155950629,,,,,,,,,,,0.00014631810242830582,,,,0.001669118137496569,,,,,,0.9928741092636579,0.20623535865270592
UKR,UKRAINE,2000,0.06257017767788421,0.11393653676738198,0.06643380463381,,,,,0.1350907292095934,,0.03354963730569948,0.007300286363636364,,0.005410828982000086,,,0.12545685501339765,0.01285445085178089,0.00276562875191326,0.0439241591999854,,,,,,,,,,,,,,,,,,,1.0,1.0,0.05811953760219769,,,,,,,,,,,,,,,,,,,,,,,,0.18545349899278055,0.02056469309703442,0.9822114788645098,,,,,,,,,,,,,,,,,,,,,,,,0.05462033439827694,,,,,,0.0956800167450431,,,,,0.024114522883918344,,0.05511516912222453,0.01083237491935297,0.03773185887712119,0.01671626931658424,,,,,0.996437054631829,0.20587559616831821
CRI,COSTA RICA,2000,0.0011401173514728436,,0.0014543807569238295,,,,,,,,0.0017673327272727274,,0.003516880350284685,,,0.004764016778871508,0.004876128508854476,0.0017378267289842356,0.0019525903757367836,,,,,,,,,,,,,,,,,,,0.8533333333333334,0.7384615384615385,0.03765924988112043,0.5476104157184489,0.2609211854177522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007110842253799405,0.0025413700337483603,0.002472634446653431,,,,,0.9489311163895487,0.20119123291260851
ISR,ISRAEL,2000,0.0002264879587100935,0.005432028217975013,0.005100228521737899,,,,,0.009779900810941933,,0.01525431347150259,0.04012377272727273,,0.009893900193839966,,,0.03130923301315786,0.002742730959280747,0.010270127879596993,0.003521962079599993,,,,,,,,,,,,,,,,,,,0.96,0.923076923076923,0.3427308951394629,,,,,,,,,,,,,,,,,,,,,,,,,0.005830842859829882,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.006823562829830788,,0.05720430223439146,0.011037270209322492,0.004152473220415122,0.011010915355582592,,,,,0.9548693586698337,0.20047232861041853
GUY,GUYANA,2000,0.0004203462962500888,,0.0007522946444996345,,,,,,,,0.0003191950909090909,,0.00010789983342581163,,,,0.00036337897440273637,0.0003519206973328617,0.0027190277194839322,,,,,,,,,,,,,,,,,,,0.8533333333333334,0.8000000000000002,0.08617171761112805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00017004271049335303,,,,,,,,9.391034123603083e-05,0.00044405026422480857,,,,,,0.9833729216152018,0.19490143136656585
EGY,EGYPT,2000,0.0022725571450233108,,0.017965904448371775,,,,,,,0.0,0.012460281818181818,,0.004995657308035722,,,0.05536100832103162,0.03681078108067983,0.0036541439917950674,0.06003759192685998,,,,,,,,,,,,,,,,,,,0.9866666666666667,0.9846153846153846,1.0,0.10996731960891461,,,,,,,,,,,,,,,,,,,,,,,0.013550542397057167,0.03467157098371962,,,,,,,,,,,,,,,,,,,,,,,,,0.029523458565695965,,,,,,,,,,,,,0.1221205024483713,0.02762817846867602,0.052433396686847746,0.018711529017580268,,,,,0.47030878859857483,0.19255977448083178
ESP,SPAIN,2000,0.049422359735815234,0.4489739691221339,0.18437177147159542,0.16566039724073622,,,,0.049926460652042357,,0.0038987525906735753,0.22272727272727272,0.004701670644391408,0.03635214553891112,0.019728303529100898,0.09118626091641796,0.1629687981541182,0.06281102306056628,0.04465514467730191,0.06668004890600193,,,,,,0.12905844155844157,0.08695652173913043,,0.0840630472854641,0.12661498708010335,,,,,,,,,0.9466666666666667,0.923076923076923,0.1231505412958399,,,0.2625404487720587,,0.07732685891001817,,,,,,,,,,,,,,,,,,,0.05178734531987038,0.2436205563334657,,,,,,,,,0.2403542521142608,0.019766832224058783,,,,0.09808593329420223,0.04068537654214782,0.05772907780555964,,,,,,,,,,0.13106003516704345,0.1608933454876937,0.1431961438635521,0.19182769726247986,0.14435146443514643,,,,,,,,0.7081498290047782,0.165084379051408,0.030435224332090744,0.07589901436133113,,,,,0.9738717339667459,0.19147114770530635
KWT,KUWAIT,2000,,,1.4583391059256276e-05,,,,,,,,0.004327929090909091,,0.0015404903104779162,,,,1.3998594880079677e-05,0.001206327268168733,0.00016423657366010328,,,,,,,,,,,,,,,,,,,0.9866666666666667,1.0,0.06753169997044887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003850182968017442,,,,,,0.001318451501443477,0.0011895554124232274,0.0004007654302618147,0.0012406833468195603,,,,,,0.7980997624703088,0.19117102219970303
SUR,SURINAME,2000,0.00026199666410108274,,0.0002731260811240711,,,,,,,1.915397668393782e-05,0.00036542518181818177,,,,,,0.00016511912541221333,8.893210572485016e-05,0.0009124254092227961,,,,,,,,,,,,,,,,,,,0.6266666666666666,0.6923076923076924,0.5795292118746571,,0.0023085700716975904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00036502486257926727,,,,,2.9461753713824254e-05,,,0.00022709227971622002,,,,,,,0.9323040380047506,0.18905492909103738
BWA,BOTSWANA,2000,8.925161084762159e-05,,0.0012460465989344541,,,,,,,,0.0018535936363636362,,0.00036737427241199927,,,,0.00013004957665209722,0.0002020028282912615,0.0,,,,,,,,,,,,,,,,,,,0.9733333333333333,0.8615384615384617,0.0,0.5863610553438252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000707935277913585,,,,,,0.00021960228481840871,,,,,,,0.0021829177255614277,0.0005012616915325801,0.0008053076616764228,,,,,,0.7304038004750594,0.18587894081504017
COL,COLOMBIA,2000,0.002781195357380724,,0.004371058968775085,,,,,,,0.0074755440414507775,0.02050570909090909,,0.009299482790383002,,,,0.01923126380132867,0.0070771335199173915,0.016405408857825873,,,,,,,,,,,,,,,,,,,0.6666666666666666,0.6307692307692309,0.019757660669935794,0.278122658911761,1.0,,,,,,,,,,,,,,,,,,,,,,0.002527432653929407,0.007941649773245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05715687093566322,0.012928404951148328,0.030415371219316232,0.02483885002067708,,,,,0.8966745843230404,0.18574730886612922
LKA,SRI LANKA,2000,7.67755792237605e-06,,0.001662714914913205,,,,,,,7.124352331606218e-05,0.003910927272727273,,0.0008259602183447732,,,0.004712529798090127,0.0072130755643567135,0.0009763046802741755,0.01211700943447873,,,,,,,,,,,,,,,,,,,1.0,1.0,0.2829510936171043,0.4277939716070552,,,,,,,,,,,,,,,,,,,,,,,,0.0006060732721686974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008807665963756246,,,,,,,0.015476078186184017,0.003784464790329918,0.014596518690651846,0.008589320816826151,,,,,0.9014251781472684,0.18477639040278843
CUB,CUBA,2000,0.007099821688717253,,0.01624610597416948,,,,,,,,5.935889090909091e-05,,0.0008251235618740767,,,0.010714440700605413,0.0038065072716709355,0.00047985227892092305,0.015857953612292194,,,,,,,,,,,,,,,,,,,0.9466666666666667,0.923076923076923,0.13049912421628235,0.34969043804718936,,,,0.011556303068117082,,,,,,,,,,,,,,,,,,,,0.007001191247465986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01155052695289247,,,,,,,0.0414889115864422,0.009202481672238274,0.008203508577059898,,,,,,0.9536817102137767,0.18145826048969546
CHL,CHILE,2000,0.008539363799162761,,0.011246086182424472,,,,,,,0.008906562176165802,0.030922954545454545,,0.00880742692098007,,,0.03005883490846718,0.014081885058384954,0.020459099406782182,0.034653917042281795,,,,,,,,,,,,,,,,,,,0.9733333333333333,0.9692307692307692,0.12470370109249207,0.29735259582939966,,,,,,,,,,,,,,,,,,,,,,,0.013250253368867536,0.004514200923739263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05901262049840593,0.011429986181764076,0.01132544903587717,0.01833450595986668,,,,,0.9501187648456056,0.18001411551701124
IRQ,IRAQ,2000,0.003836859571707431,,0.01239442406126191,,,,,,,,0.0,,,,,0.024468819852202943,0.010843796722867567,,0.06430774284202266,,,,,,,,,,,,,,,,,,,0.7600000000000001,0.8615384615384617,0.35970594867902417,0.11246311327270281,0.006529955345658899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008057593136408024,,,,,,,0.02818712725332356,0.0064263944161155025,0.017464062285777075,,,,,,0.5961995249406176,0.1795264889948845
MEX,MEXICO,2000,0.021591212267202047,,0.06768172624016637,,,,0.12431163935921209,0.031564450229193165,,0.029295582901554405,0.12636363636363637,,0.03506399892568712,,,0.14972928881033445,0.05353512741351557,0.02166811981270365,0.11494735305388784,0.15763118949998786,,,,,0.05140692640692641,0.021739130434782608,0.06428365523205534,0.01138353765323993,0.40310077519379844,,0.8530805687203792,,0.4425287356321839,,1.0,0.048114434330299105,,0.8666666666666667,0.9538461538461538,0.05867765908987497,0.08036090791024339,,,,,,,,,,,,,,,,,,,,,,,0.06454962901792975,0.21628456185082237,,,,0.21629040686329631,0.032454331388121045,0.002273239178130188,0.08050129893988606,0.6842712735260719,0.041268919458458855,0.000344188615361218,0.0,,0.3213752042281774,0.011253086784222061,0.2834667584280466,0.007727852135117909,,0.06973306575171015,0.0019538573881465984,0.09955765710799268,0.06586460422037621,0.24052678707930197,0.009485024104143824,,,0.008289374529012811,0.0068368277119416595,0.10945494994438265,0.006038647342995169,0.0,,,,,,0.04924221082877909,,0.45439723173692875,0.1028147490459563,0.07763207550097542,0.09239193739609354,,,,,0.8942992874109263,0.17927056274119627
TZA,TANZANIA,2000,,,0.0015793812517174548,,,,,,,7.386014248704663e-05,0.0016906636363636363,,0.0006284651913276506,,,,0.0006503647817563532,0.00032937876275244016,0.0029015128013284916,,,,,,,,,,,,,,,,,,,0.7333333333333334,0.6769230769230771,0.003966652716129571,0.6989846618347451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00897583429228999,0.0023611742939344898,0.0243387027592748,0.002065403967324508,,,,,0.7066508313539193,0.1790908311276101
AUS,AUSTRALIA,2000,0.05422083343730026,0.6802688462807444,0.06562130141765145,,,,0.08546432805422986,,0.041628700755980554,0.016900272020725388,0.07793793636363637,0.02042959427207637,0.0559617148061147,0.051358870936404684,,0.1519358737009651,0.06648163583079177,0.05329191716522219,0.043504443511742916,0.030874111453455932,0.5196800673542412,,,,,0.035024154589371984,,0.03852889667250438,0.08354866494401378,,0.8886255924170615,0.03529411764705882,0.2054597701149425,0.027863777089783284,0.031722054380664645,0.16124837451235371,1.0,0.9066666666666667,0.8923076923076926,0.0051977001114542915,,,,,,,,,,,,,,,,,,,,,,,,0.0744466549053464,0.023009885264059855,,,,0.08600948531892236,0.14736811314407733,0.04459970135059605,0.3139760279054212,0.4224547163840125,0.6148234183877174,0.021337693055794575,0.2896086452164357,0.06780236466512675,0.24544011535621466,0.08122366899253615,0.07516673919863977,0.05539417561406089,0.4458880980178009,0.059871388187566085,0.06638510068615261,0.15231086028065893,0.05583882364174544,0.29987769454211893,0.10229903061313285,,,0.058841999497613665,0.026891522333637192,0.03878383388950686,0.029589371980676328,0.09414225941422594,,,,,,,,0.30555242640737557,0.04746277430661849,0.014407991069343465,0.05014041418590907,,,,,,0.1789665483771316
IDN,INDONESIA,2000,0.3166973449085315,,0.014579432710254478,,,,,,,0.00041450854922279795,0.03335758181818182,,0.013031107297368248,0.002191601967778788,,,0.07286721616752957,0.016125584077045094,0.0878483183999708,,,,,,,,,,,,,,,,,,,0.68,0.5846153846153846,0.10749853869373972,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.059499676064285564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2272751527368668,0.06162445376501193,0.1613668108802165,0.08186441041788138,,,,,0.8467933491686461,0.1772447616967324
POL,POLAND,2000,0.09308847041932902,1.0,0.272226285895715,0.018091792095502823,,,0.23608110162020854,0.05727488766900894,0.12362682184833858,0.045850246113989634,0.06134271818181818,0.00019093078758949882,0.016573213896158314,0.0020866848523000163,0.009586787988383822,0.1048620627008452,0.04629034313215492,0.022579526262594983,0.001806602310261136,0.15671413668453868,,,,,,,,,,,,,,,,,,0.9866666666666667,0.9692307692307692,0.005392607615393193,,0.05834745958353396,0.014103913045474462,,,,,,,,,,,,,,,,,,,,,0.0840433917645734,0.06873706869527053,0.02342878393454816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04689466073206002,,0.06447961666886755,0.014759290720804556,0.029351305934641827,0.034175044905845296,,,,,0.998812351543943,0.17708423573441032
SGP,SINGAPORE,2000,,,9.583371267511268e-06,0.005383511163055078,,,,,,0.0033033549222797926,0.024978227272727273,0.00218854415274463,0.012044393041404094,0.00331071786621902,,0.022703551939698446,8.343630142510957e-05,0.010481152819642531,,,,,,,,,,,,,,,,,,,,0.92,0.8769230769230771,,,,,,,,,,,,,,,,,,,,,,,,,,0.012581245167088131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008605602178719916,0.002412247850664498,,,,,,0.9109263657957245,0.1759959381728586
DNK,DENMARK,2000,0.02229274912235916,0.0351160045850808,0.025667184932607025,0.008721950627244518,,,,,0.016185699686946893,0.013504481865284974,0.030635,0.0013365155131264917,0.01678924145407089,0.016464215491983552,0.12868889113994955,0.026160534935019752,0.01019501007080542,0.016882917401260192,0.008138834650267341,0.00985953079890342,0.11618606609134918,,,,0.01488095238095238,,,0.014448336252189142,0.023255813953488372,,1.0,1.0,1.0,1.0,0.9003021148036253,1.0,0.6917098445595855,0.9733333333333333,1.0,0.16883840027841074,,0.03898845055372702,0.02484712705160059,,0.002109160947291322,,,,,,,,,,,,,,,,,,,0.03821177883713074,0.016719262680515788,,,,0.01698626150111456,0.021587468737659602,0.01226130988629633,0.04667469033885491,0.05230187836252955,0.12184675692352365,0.004592516699151135,0.043149764942914705,0.010015699653109082,0.06334707452220782,0.02660451998985833,0.0019280010525570051,0.006474604108447321,0.02759261351510815,0.029941088884573055,,0.034144295302013426,0.0009166427957605271,0.06387184135234893,0.06746259651809697,,,,0.01276207839562443,0.010901001112347052,0.004629629629629629,0.032426778242677826,,,,,,0.00894444757451124,,0.05468613146554628,0.009540802823652234,0.0037599817978659273,0.015401119711638381,,,,,0.996437054631829,0.1751821571010868
